,drug_row,drug_col,cell line,interaction
12406,2719,2094,MCF7,ddi
12407,387447,5743,MCF7,ddi
12408,216326,5743,MCF7,ddi
12409,36462,5743,MCF7,ddi
12410,11683,5743,MCF7,ddi
12411,5426,5743,MCF7,ddi
12412,4211,5743,MCF7,ddi
12413,3397,5743,MCF7,ddi
12414,3385,5743,MCF7,ddi
12415,2187,5743,MCF7,ddi
12416,36462,71384,MCF7,ddi
12417,374536,2532,MCF7,ddi
12418,132449,2532,MCF7,ddi
12419,4055,2532,MCF7,ddi
12420,132449,4477,MCF7,ddi
12421,26596,4477,MCF7,ddi
12422,2719,4477,MCF7,ddi
12423,60749,2141,MCF7,ddi
12424,36462,2141,MCF7,ddi
12425,60749,11683,MCF7,ddi
12426,36462,11683,MCF7,ddi
12427,5743,11683,MCF7,ddi
12428,3397,11683,MCF7,ddi
12429,60749,2123,MCF7,ddi
12430,36462,2123,MCF7,ddi
12431,60749,219104,MCF7,ddi
12432,54454,219104,MCF7,ddi
12433,2662,219104,MCF7,ddi
12434,60749,3363,MCF7,ddi
12435,39562,1345,MCF7,ddi
12436,6758,1345,MCF7,ddi
12437,5092,1345,MCF7,ddi
12438,2662,1345,MCF7,ddi
12439,36462,148198,MCF7,ddi
12440,1645,148198,MCF7,ddi
12441,36462,4055,MCF7,ddi
12442,6758,4055,MCF7,ddi
12443,4139,4055,MCF7,ddi
12444,2094,4055,MCF7,ddi
12445,2532,4055,MCF7,ddi
12446,36462,4139,MCF7,ddi
12447,6758,4139,MCF7,ddi
12448,5394,4139,MCF7,ddi
12449,5212,4139,MCF7,ddi
12450,4055,4139,MCF7,ddi
12451,3690,4139,MCF7,ddi
12452,3385,4139,MCF7,ddi
12453,2719,4139,MCF7,ddi
12454,5212,5092,MCF7,ddi
12455,1345,5092,MCF7,ddi
12456,4477,132449,MCF7,ddi
12457,1673,132449,MCF7,ddi
12458,2532,132449,MCF7,ddi
12459,4477,26596,MCF7,ddi
12460,2719,26596,MCF7,ddi
12461,2051,5362422,MCF7,ddi
12462,4201,77999,MCF7,se
12463,2662,77999,MCF7,se
12464,3385,77999,MCF7,se
12465,4091,77999,MCF7,se
12466,5212,77999,MCF7,se
12467,54454,77999,MCF7,se
12468,2187,77999,MCF7,se
12469,3902,77999,MCF7,se
12470,5426,77999,MCF7,se
12471,5394,77999,MCF7,se
12472,60198,77999,MCF7,se
12473,4201,54454,MCF7,se
12474,2662,54454,MCF7,se
12475,3385,54454,MCF7,se
12476,4091,54454,MCF7,se
12477,5212,54454,MCF7,se
12478,2187,54454,MCF7,se
12479,3690,54454,MCF7,se
12480,3902,54454,MCF7,se
12481,5426,54454,MCF7,se
12482,2141,54454,MCF7,se
12483,2708,54454,MCF7,se
12484,5394,54454,MCF7,se
12485,2662,2719,MCF7,se
12486,4091,3062316,MCF7,se
12487,54454,3062316,MCF7,se
12488,4091,60198,MCF7,se
12489,54454,60198,MCF7,se
12490,4091,5394,MCF7,se
12491,5212,57469,MCF7,se
12492,54454,57469,MCF7,se
12493,4091,216326,MCF7,se
12494,5212,216326,MCF7,se
12495,54454,216326,MCF7,se
12496,77999,216326,MCF7,se
12497,2662,4091,MCF7,se
12498,3385,4091,MCF7,se
12499,2187,4091,MCF7,se
12500,3902,4091,MCF7,se
12501,2662,4201,MCF7,se
12502,4091,4201,MCF7,se
12503,4091,5426,MCF7,se
12504,5212,5426,MCF7,se
12505,2662,3397,MCF7,se
12506,2662,5212,MCF7,se
12507,4091,5212,MCF7,se
12508,4091,123631,MCF7,se
12509,54454,123631,MCF7,se
12510,77999,123631,MCF7,se
12511,46926350,10127622,PC-3,ddi
12512,42611257,10127622,PC-3,ddi
12513,25195294,10127622,PC-3,ddi
12514,24978538,10127622,PC-3,ddi
12515,24964624,10127622,PC-3,ddi
12516,24785538,10127622,PC-3,ddi
12517,24775005,10127622,PC-3,ddi
12518,23725625,10127622,PC-3,ddi
12519,16736978,10127622,PC-3,ddi
12520,16722836,10127622,PC-3,ddi
12521,11977753,10127622,PC-3,ddi
12522,11626560,10127622,PC-3,ddi
12523,11228183,10127622,PC-3,ddi
12524,10126189,10127622,PC-3,ddi
12525,10077147,10127622,PC-3,ddi
12526,9826528,10127622,PC-3,ddi
12527,6450551,10127622,PC-3,ddi
12528,5288382,10127622,PC-3,ddi
12529,3062316,10127622,PC-3,ddi
12530,644241,10127622,PC-3,ddi
12531,444795,10127622,PC-3,ddi
12532,387447,10127622,PC-3,ddi
12533,374536,10127622,PC-3,ddi
12534,216326,10127622,PC-3,ddi
12535,208908,10127622,PC-3,ddi
12536,159324,10127622,PC-3,ddi
12537,123631,10127622,PC-3,ddi
12538,60749,10127622,PC-3,ddi
12539,60699,10127622,PC-3,ddi
12540,36462,10127622,PC-3,ddi
12541,5426,10127622,PC-3,ddi
12542,5394,10127622,PC-3,ddi
12543,5311,10127622,PC-3,ddi
12544,3385,10127622,PC-3,ddi
12545,2662,10127622,PC-3,ddi
12546,2187,10127622,PC-3,ddi
12547,46926350,11228183,PC-3,ddi
12548,42611257,11228183,PC-3,ddi
12549,24978538,11228183,PC-3,ddi
12550,24964624,11228183,PC-3,ddi
12551,11977753,11228183,PC-3,ddi
12552,11455910,11228183,PC-3,ddi
12553,10127622,11228183,PC-3,ddi
12554,10126189,11228183,PC-3,ddi
12555,9826528,11228183,PC-3,ddi
12556,3062316,11228183,PC-3,ddi
12557,2828334,11228183,PC-3,ddi
12558,644241,11228183,PC-3,ddi
12559,387447,11228183,PC-3,ddi
12560,216326,11228183,PC-3,ddi
12561,208908,11228183,PC-3,ddi
12562,123631,11228183,PC-3,ddi
12563,60749,11228183,PC-3,ddi
12564,60699,11228183,PC-3,ddi
12565,39562,11228183,PC-3,ddi
12566,36462,11228183,PC-3,ddi
12567,5426,11228183,PC-3,ddi
12568,5394,11228183,PC-3,ddi
12569,5311,11228183,PC-3,ddi
12570,3385,11228183,PC-3,ddi
12571,2719,11228183,PC-3,ddi
12572,2708,11228183,PC-3,ddi
12573,1673,11228183,PC-3,ddi
12574,46926350,11364421,PC-3,ddi
12575,24978538,11364421,PC-3,ddi
12576,24775005,11364421,PC-3,ddi
12577,24748204,11364421,PC-3,ddi
12578,16722836,11364421,PC-3,ddi
12579,11977753,11364421,PC-3,ddi
12580,11626560,11364421,PC-3,ddi
12581,11351021,11364421,PC-3,ddi
12582,9826308,11364421,PC-3,ddi
12583,5494449,11364421,PC-3,ddi
12584,3062316,11364421,PC-3,ddi
12585,387447,11364421,PC-3,ddi
12586,123631,11364421,PC-3,ddi
12587,5311,11364421,PC-3,ddi
12588,46926350,11960529,PC-3,ddi
12589,42611257,11960529,PC-3,ddi
12590,24978538,11960529,PC-3,ddi
12591,24964624,11960529,PC-3,ddi
12592,24856436,11960529,PC-3,ddi
12593,24785538,11960529,PC-3,ddi
12594,23725625,11960529,PC-3,ddi
12595,11977753,11960529,PC-3,ddi
12596,11626560,11960529,PC-3,ddi
12597,9840076,11960529,PC-3,ddi
12598,3062316,11960529,PC-3,ddi
12599,2726824,11960529,PC-3,ddi
12600,387447,11960529,PC-3,ddi
12601,208908,11960529,PC-3,ddi
12602,123631,11960529,PC-3,ddi
12603,60749,11960529,PC-3,ddi
12604,60699,11960529,PC-3,ddi
12605,60198,11960529,PC-3,ddi
12606,36462,11960529,PC-3,ddi
12607,5394,11960529,PC-3,ddi
12608,5311,11960529,PC-3,ddi
12609,3902,11960529,PC-3,ddi
12610,3385,11960529,PC-3,ddi
12611,2187,11960529,PC-3,ddi
12612,1673,11960529,PC-3,ddi
12613,1645,11960529,PC-3,ddi
12614,46926350,16722836,PC-3,ddi
12615,11977753,16722836,PC-3,ddi
12616,11364421,16722836,PC-3,ddi
12617,10127622,16722836,PC-3,ddi
12618,3062316,16722836,PC-3,ddi
12619,644241,16722836,PC-3,ddi
12620,216326,16722836,PC-3,ddi
12621,5426,16722836,PC-3,ddi
12622,2478,16722836,PC-3,ddi
12623,46926350,208908,PC-3,ddi
12624,24978538,208908,PC-3,ddi
12625,24964624,208908,PC-3,ddi
12626,24856436,208908,PC-3,ddi
12627,24785538,208908,PC-3,ddi
12628,24775005,208908,PC-3,ddi
12629,23725625,208908,PC-3,ddi
12630,15951529,208908,PC-3,ddi
12631,15547703,208908,PC-3,ddi
12632,11977753,208908,PC-3,ddi
12633,11960529,208908,PC-3,ddi
12634,11228183,208908,PC-3,ddi
12635,10127622,208908,PC-3,ddi
12636,10126189,208908,PC-3,ddi
12637,9826528,208908,PC-3,ddi
12638,5494449,208908,PC-3,ddi
12639,5288382,208908,PC-3,ddi
12640,159324,208908,PC-3,ddi
12641,60749,208908,PC-3,ddi
12642,36462,208908,PC-3,ddi
12643,4091,208908,PC-3,ddi
12644,2051,208908,PC-3,ddi
12645,46926350,216326,PC-3,ddi
12646,25183872,216326,PC-3,ddi
12647,24978538,216326,PC-3,ddi
12648,24775005,216326,PC-3,ddi
12649,23725625,216326,PC-3,ddi
12650,16722836,216326,PC-3,ddi
12651,15951529,216326,PC-3,ddi
12652,15547703,216326,PC-3,ddi
12653,11351021,216326,PC-3,ddi
12654,11228183,216326,PC-3,ddi
12655,10127622,216326,PC-3,ddi
12656,10126189,216326,PC-3,ddi
12657,9949093,216326,PC-3,ddi
12658,159324,216326,PC-3,ddi
12659,60749,216326,PC-3,ddi
12660,36462,216326,PC-3,ddi
12661,5743,216326,PC-3,ddi
12662,46926350,23725625,PC-3,ddi
12663,44632017,23725625,PC-3,ddi
12664,42611257,23725625,PC-3,ddi
12665,24978538,23725625,PC-3,ddi
12666,24964624,23725625,PC-3,ddi
12667,24856436,23725625,PC-3,ddi
12668,24785538,23725625,PC-3,ddi
12669,15951529,23725625,PC-3,ddi
12670,11977753,23725625,PC-3,ddi
12671,11964036,23725625,PC-3,ddi
12672,11960529,23725625,PC-3,ddi
12673,11626560,23725625,PC-3,ddi
12674,11238147,23725625,PC-3,ddi
12675,10127622,23725625,PC-3,ddi
12676,10126189,23725625,PC-3,ddi
12677,9840076,23725625,PC-3,ddi
12678,6450551,23725625,PC-3,ddi
12679,3062316,23725625,PC-3,ddi
12680,3035714,23725625,PC-3,ddi
12681,2726824,23725625,PC-3,ddi
12682,644241,23725625,PC-3,ddi
12683,387447,23725625,PC-3,ddi
12684,300471,23725625,PC-3,ddi
12685,216326,23725625,PC-3,ddi
12686,208908,23725625,PC-3,ddi
12687,123631,23725625,PC-3,ddi
12688,60749,23725625,PC-3,ddi
12689,60699,23725625,PC-3,ddi
12690,60198,23725625,PC-3,ddi
12691,36462,23725625,PC-3,ddi
12692,5426,23725625,PC-3,ddi
12693,5394,23725625,PC-3,ddi
12694,5311,23725625,PC-3,ddi
12695,3902,23725625,PC-3,ddi
12696,3385,23725625,PC-3,ddi
12697,2187,23725625,PC-3,ddi
12698,1673,23725625,PC-3,ddi
12699,1645,23725625,PC-3,ddi
12700,46926350,24748204,PC-3,ddi
12701,11364421,24748204,PC-3,ddi
12702,10126189,24748204,PC-3,ddi
12703,5494449,24748204,PC-3,ddi
12704,5311,24748204,PC-3,ddi
12705,46926350,24785538,PC-3,ddi
12706,24964624,24785538,PC-3,ddi
12707,23725625,24785538,PC-3,ddi
12708,11977753,24785538,PC-3,ddi
12709,11960529,24785538,PC-3,ddi
12710,10127622,24785538,PC-3,ddi
12711,3062316,24785538,PC-3,ddi
12712,208908,24785538,PC-3,ddi
12713,123631,24785538,PC-3,ddi
12714,60749,24785538,PC-3,ddi
12715,60198,24785538,PC-3,ddi
12716,5311,24785538,PC-3,ddi
12717,3902,24785538,PC-3,ddi
12718,46926350,24856436,PC-3,ddi
12719,24964624,24856436,PC-3,ddi
12720,23725625,24856436,PC-3,ddi
12721,11960529,24856436,PC-3,ddi
12722,300471,24856436,PC-3,ddi
12723,208908,24856436,PC-3,ddi
12724,123631,24856436,PC-3,ddi
12725,60749,24856436,PC-3,ddi
12726,60699,24856436,PC-3,ddi
12727,5311,24856436,PC-3,ddi
12728,46926350,24964624,PC-3,ddi
12729,42611257,24964624,PC-3,ddi
12730,24978538,24964624,PC-3,ddi
12731,24856436,24964624,PC-3,ddi
12732,24785538,24964624,PC-3,ddi
12733,23725625,24964624,PC-3,ddi
12734,16736978,24964624,PC-3,ddi
12735,15951529,24964624,PC-3,ddi
12736,11977753,24964624,PC-3,ddi
12737,11960529,24964624,PC-3,ddi
12738,11626560,24964624,PC-3,ddi
12739,11455910,24964624,PC-3,ddi
12740,11228183,24964624,PC-3,ddi
12741,10127622,24964624,PC-3,ddi
12742,10126189,24964624,PC-3,ddi
12743,9826528,24964624,PC-3,ddi
12744,3062316,24964624,PC-3,ddi
12745,644241,24964624,PC-3,ddi
12746,300471,24964624,PC-3,ddi
12747,208908,24964624,PC-3,ddi
12748,123631,24964624,PC-3,ddi
12749,60749,24964624,PC-3,ddi
12750,60699,24964624,PC-3,ddi
12751,60198,24964624,PC-3,ddi
12752,36462,24964624,PC-3,ddi
12753,5394,24964624,PC-3,ddi
12754,5311,24964624,PC-3,ddi
12755,4091,24964624,PC-3,ddi
12756,3902,24964624,PC-3,ddi
12757,3385,24964624,PC-3,ddi
12758,2187,24964624,PC-3,ddi
12759,46926350,24978538,PC-3,ddi
12760,42611257,24978538,PC-3,ddi
12761,24964624,24978538,PC-3,ddi
12762,23725625,24978538,PC-3,ddi
12763,11977753,24978538,PC-3,ddi
12764,11960529,24978538,PC-3,ddi
12765,11626560,24978538,PC-3,ddi
12766,11455910,24978538,PC-3,ddi
12767,11364421,24978538,PC-3,ddi
12768,11228183,24978538,PC-3,ddi
12769,10127622,24978538,PC-3,ddi
12770,10126189,24978538,PC-3,ddi
12771,9826528,24978538,PC-3,ddi
12772,6450551,24978538,PC-3,ddi
12773,3062316,24978538,PC-3,ddi
12774,644241,24978538,PC-3,ddi
12775,387447,24978538,PC-3,ddi
12776,216326,24978538,PC-3,ddi
12777,208908,24978538,PC-3,ddi
12778,123631,24978538,PC-3,ddi
12779,60749,24978538,PC-3,ddi
12780,60699,24978538,PC-3,ddi
12781,39562,24978538,PC-3,ddi
12782,36462,24978538,PC-3,ddi
12783,5426,24978538,PC-3,ddi
12784,5394,24978538,PC-3,ddi
12785,5311,24978538,PC-3,ddi
12786,2708,24978538,PC-3,ddi
12787,46926350,3062316,PC-3,ddi
12788,44632017,3062316,PC-3,ddi
12789,25183872,3062316,PC-3,ddi
12790,24978538,3062316,PC-3,ddi
12791,24964624,3062316,PC-3,ddi
12792,24785538,3062316,PC-3,ddi
12793,24775005,3062316,PC-3,ddi
12794,23725625,3062316,PC-3,ddi
12795,16722836,3062316,PC-3,ddi
12796,15951529,3062316,PC-3,ddi
12797,11977753,3062316,PC-3,ddi
12798,11960529,3062316,PC-3,ddi
12799,11364421,3062316,PC-3,ddi
12800,11228183,3062316,PC-3,ddi
12801,10127622,3062316,PC-3,ddi
12802,10126189,3062316,PC-3,ddi
12803,9911830,3062316,PC-3,ddi
12804,9826528,3062316,PC-3,ddi
12805,5494449,3062316,PC-3,ddi
12806,5288382,3062316,PC-3,ddi
12807,387447,3062316,PC-3,ddi
12808,159324,3062316,PC-3,ddi
12809,60749,3062316,PC-3,ddi
12810,54454,3062316,PC-3,ddi
12811,36462,3062316,PC-3,ddi
12812,5212,3062316,PC-3,ddi
12813,4091,3062316,PC-3,ddi
12814,2719,3062316,PC-3,ddi
12815,2051,3062316,PC-3,ddi
12816,46926350,387447,PC-3,ddi
12817,25183872,387447,PC-3,ddi
12818,24978538,387447,PC-3,ddi
12819,24775005,387447,PC-3,ddi
12820,23725625,387447,PC-3,ddi
12821,15547703,387447,PC-3,ddi
12822,11977753,387447,PC-3,ddi
12823,11960529,387447,PC-3,ddi
12824,11455910,387447,PC-3,ddi
12825,11364421,387447,PC-3,ddi
12826,11351021,387447,PC-3,ddi
12827,11228183,387447,PC-3,ddi
12828,10127622,387447,PC-3,ddi
12829,10126189,387447,PC-3,ddi
12830,9949093,387447,PC-3,ddi
12831,5494449,387447,PC-3,ddi
12832,5288382,387447,PC-3,ddi
12833,3062316,387447,PC-3,ddi
12834,2828334,387447,PC-3,ddi
12835,444795,387447,PC-3,ddi
12836,374536,387447,PC-3,ddi
12837,300471,387447,PC-3,ddi
12838,159324,387447,PC-3,ddi
12839,60749,387447,PC-3,ddi
12840,60699,387447,PC-3,ddi
12841,60490,387447,PC-3,ddi
12842,36462,387447,PC-3,ddi
12843,5743,387447,PC-3,ddi
12844,5394,387447,PC-3,ddi
12845,4211,387447,PC-3,ddi
12846,4091,387447,PC-3,ddi
12847,3902,387447,PC-3,ddi
12848,3690,387447,PC-3,ddi
12849,2719,387447,PC-3,ddi
12850,2662,387447,PC-3,ddi
12851,1673,387447,PC-3,ddi
12852,46926350,44632017,PC-3,ddi
12853,24775005,44632017,PC-3,ddi
12854,23725625,44632017,PC-3,ddi
12855,11626560,44632017,PC-3,ddi
12856,3062316,44632017,PC-3,ddi
12857,253078,44632017,PC-3,ddi
12858,252682,44632017,PC-3,ddi
12859,60699,44632017,PC-3,ddi
12860,36462,44632017,PC-3,ddi
12861,3690,44632017,PC-3,ddi
12862,46926350,5311,PC-3,ddi
12863,25183872,5311,PC-3,ddi
12864,24978538,5311,PC-3,ddi
12865,24964624,5311,PC-3,ddi
12866,24856436,5311,PC-3,ddi
12867,24785538,5311,PC-3,ddi
12868,24775005,5311,PC-3,ddi
12869,24748204,5311,PC-3,ddi
12870,23725625,5311,PC-3,ddi
12871,11977753,5311,PC-3,ddi
12872,11960529,5311,PC-3,ddi
12873,11364421,5311,PC-3,ddi
12874,11228183,5311,PC-3,ddi
12875,10127622,5311,PC-3,ddi
12876,5494449,5311,PC-3,ddi
12877,5288382,5311,PC-3,ddi
12878,702558,5311,PC-3,ddi
12879,159324,5311,PC-3,ddi
12880,60749,5311,PC-3,ddi
12881,36462,5311,PC-3,ddi
12882,2719,5311,PC-3,ddi
12883,1673,5311,PC-3,ddi
12884,44632017,11626560,PC-3,ddi
12885,24978538,11626560,PC-3,ddi
12886,24964624,11626560,PC-3,ddi
12887,23725625,11626560,PC-3,ddi
12888,17754438,11626560,PC-3,ddi
12889,15951529,11626560,PC-3,ddi
12890,11977753,11626560,PC-3,ddi
12891,11960529,11626560,PC-3,ddi
12892,11364421,11626560,PC-3,ddi
12893,10127622,11626560,PC-3,ddi
12894,9826528,11626560,PC-3,ddi
12895,9826308,11626560,PC-3,ddi
12896,60749,11626560,PC-3,ddi
12897,36462,11626560,PC-3,ddi
12898,44632017,24775005,PC-3,ddi
12899,42611257,24775005,PC-3,ddi
12900,11977753,24775005,PC-3,ddi
12901,11364421,24775005,PC-3,ddi
12902,10127622,24775005,PC-3,ddi
12903,5284329,24775005,PC-3,ddi
12904,5081913,24775005,PC-3,ddi
12905,3062316,24775005,PC-3,ddi
12906,387447,24775005,PC-3,ddi
12907,253078,24775005,PC-3,ddi
12908,216326,24775005,PC-3,ddi
12909,208908,24775005,PC-3,ddi
12910,60749,24775005,PC-3,ddi
12911,57469,24775005,PC-3,ddi
12912,5311,24775005,PC-3,ddi
12913,3385,24775005,PC-3,ddi
12914,44632017,252682,PC-3,ddi
12915,44632017,253078,PC-3,ddi
12916,24775005,253078,PC-3,ddi
12917,5284329,253078,PC-3,ddi
12918,2726824,253078,PC-3,ddi
12919,702558,253078,PC-3,ddi
12920,57469,253078,PC-3,ddi
12921,44632017,36462,PC-3,ddi
12922,42611257,36462,PC-3,ddi
12923,24978538,36462,PC-3,ddi
12924,24964624,36462,PC-3,ddi
12925,23725625,36462,PC-3,ddi
12926,15951529,36462,PC-3,ddi
12927,11977753,36462,PC-3,ddi
12928,11964036,36462,PC-3,ddi
12929,11960529,36462,PC-3,ddi
12930,11626560,36462,PC-3,ddi
12931,11228183,36462,PC-3,ddi
12932,10127622,36462,PC-3,ddi
12933,10126189,36462,PC-3,ddi
12934,5494449,36462,PC-3,ddi
12935,5288382,36462,PC-3,ddi
12936,3062316,36462,PC-3,ddi
12937,2828334,36462,PC-3,ddi
12938,644241,36462,PC-3,ddi
12939,444795,36462,PC-3,ddi
12940,387447,36462,PC-3,ddi
12941,216326,36462,PC-3,ddi
12942,208908,36462,PC-3,ddi
12943,159324,36462,PC-3,ddi
12944,148198,36462,PC-3,ddi
12945,123631,36462,PC-3,ddi
12946,71384,36462,PC-3,ddi
12947,60749,36462,PC-3,ddi
12948,60699,36462,PC-3,ddi
12949,57469,36462,PC-3,ddi
12950,39562,36462,PC-3,ddi
12951,11683,36462,PC-3,ddi
12952,6758,36462,PC-3,ddi
12953,5743,36462,PC-3,ddi
12954,5453,36462,PC-3,ddi
12955,5426,36462,PC-3,ddi
12956,5394,36462,PC-3,ddi
12957,5311,36462,PC-3,ddi
12958,4211,36462,PC-3,ddi
12959,4139,36462,PC-3,ddi
12960,4091,36462,PC-3,ddi
12961,4055,36462,PC-3,ddi
12962,3902,36462,PC-3,ddi
12963,3690,36462,PC-3,ddi
12964,3397,36462,PC-3,ddi
12965,3385,36462,PC-3,ddi
12966,2719,36462,PC-3,ddi
12967,2708,36462,PC-3,ddi
12968,2662,36462,PC-3,ddi
12969,2478,36462,PC-3,ddi
12970,2187,36462,PC-3,ddi
12971,2141,36462,PC-3,ddi
12972,2123,36462,PC-3,ddi
12973,2094,36462,PC-3,ddi
12974,1673,36462,PC-3,ddi
12975,1645,36462,PC-3,ddi
12976,44632017,3690,PC-3,ddi
12977,387447,3690,PC-3,ddi
12978,60749,3690,PC-3,ddi
12979,36462,3690,PC-3,ddi
12980,4139,3690,PC-3,ddi
12981,44632017,46926350,PC-3,ddi
12982,24978538,46926350,PC-3,ddi
12983,24964624,46926350,PC-3,ddi
12984,24856436,46926350,PC-3,ddi
12985,24785538,46926350,PC-3,ddi
12986,24748204,46926350,PC-3,ddi
12987,23725625,46926350,PC-3,ddi
12988,16722836,46926350,PC-3,ddi
12989,11960529,46926350,PC-3,ddi
12990,11364421,46926350,PC-3,ddi
12991,11228183,46926350,PC-3,ddi
12992,10127622,46926350,PC-3,ddi
12993,3062316,46926350,PC-3,ddi
12994,387447,46926350,PC-3,ddi
12995,216326,46926350,PC-3,ddi
12996,208908,46926350,PC-3,ddi
12997,5311,46926350,PC-3,ddi
12998,44632017,60699,PC-3,ddi
12999,24978538,60699,PC-3,ddi
13000,24964624,60699,PC-3,ddi
13001,24856436,60699,PC-3,ddi
13002,23725625,60699,PC-3,ddi
13003,11960529,60699,PC-3,ddi
13004,11228183,60699,PC-3,ddi
13005,10127622,60699,PC-3,ddi
13006,10126189,60699,PC-3,ddi
13007,9840076,60699,PC-3,ddi
13008,5288382,60699,PC-3,ddi
13009,387447,60699,PC-3,ddi
13010,159324,60699,PC-3,ddi
13011,60749,60699,PC-3,ddi
13012,36462,60699,PC-3,ddi
13013,42623900,11524144,PC-3,ddi
13014,25195294,11524144,PC-3,ddi
13015,9826528,11524144,PC-3,ddi
13016,5284329,11524144,PC-3,ddi
13017,2726824,11524144,PC-3,ddi
13018,444795,11524144,PC-3,ddi
13019,6758,11524144,PC-3,ddi
13020,4091,11524144,PC-3,ddi
13021,2719,11524144,PC-3,ddi
13022,1673,11524144,PC-3,ddi
13023,42611257,11455910,PC-3,ddi
13024,24978538,11455910,PC-3,ddi
13025,24964624,11455910,PC-3,ddi
13026,11228183,11455910,PC-3,ddi
13027,11213558,11455910,PC-3,ddi
13028,10126189,11455910,PC-3,ddi
13029,387447,11455910,PC-3,ddi
13030,42611257,11977753,PC-3,ddi
13031,25195294,11977753,PC-3,ddi
13032,24978538,11977753,PC-3,ddi
13033,24964624,11977753,PC-3,ddi
13034,24785538,11977753,PC-3,ddi
13035,24775005,11977753,PC-3,ddi
13036,23725625,11977753,PC-3,ddi
13037,16736978,11977753,PC-3,ddi
13038,16722836,11977753,PC-3,ddi
13039,15951529,11977753,PC-3,ddi
13040,11964036,11977753,PC-3,ddi
13041,11960529,11977753,PC-3,ddi
13042,11626560,11977753,PC-3,ddi
13043,11364421,11977753,PC-3,ddi
13044,11228183,11977753,PC-3,ddi
13045,10127622,11977753,PC-3,ddi
13046,9826528,11977753,PC-3,ddi
13047,6450551,11977753,PC-3,ddi
13048,5494449,11977753,PC-3,ddi
13049,3062316,11977753,PC-3,ddi
13050,644241,11977753,PC-3,ddi
13051,387447,11977753,PC-3,ddi
13052,208908,11977753,PC-3,ddi
13053,123631,11977753,PC-3,ddi
13054,60749,11977753,PC-3,ddi
13055,60198,11977753,PC-3,ddi
13056,36462,11977753,PC-3,ddi
13057,5426,11977753,PC-3,ddi
13058,5394,11977753,PC-3,ddi
13059,5311,11977753,PC-3,ddi
13060,4091,11977753,PC-3,ddi
13061,3902,11977753,PC-3,ddi
13062,3385,11977753,PC-3,ddi
13063,2719,11977753,PC-3,ddi
13064,2187,11977753,PC-3,ddi
13065,1673,11977753,PC-3,ddi
13066,24978538,123631,PC-3,ddi
13067,24964624,123631,PC-3,ddi
13068,24856436,123631,PC-3,ddi
13069,24785538,123631,PC-3,ddi
13070,23725625,123631,PC-3,ddi
13071,17754438,123631,PC-3,ddi
13072,15951529,123631,PC-3,ddi
13073,11977753,123631,PC-3,ddi
13074,11960529,123631,PC-3,ddi
13075,11364421,123631,PC-3,ddi
13076,11228183,123631,PC-3,ddi
13077,10127622,123631,PC-3,ddi
13078,9911830,123631,PC-3,ddi
13079,9826528,123631,PC-3,ddi
13080,5494449,123631,PC-3,ddi
13081,5288382,123631,PC-3,ddi
13082,159324,123631,PC-3,ddi
13083,60749,123631,PC-3,ddi
13084,36462,123631,PC-3,ddi
13085,4091,123631,PC-3,ddi
13086,2719,123631,PC-3,ddi
13087,2051,123631,PC-3,ddi
13088,1673,123631,PC-3,ddi
13089,42611257,159324,PC-3,ddi
13090,15547703,159324,PC-3,ddi
13091,10127622,159324,PC-3,ddi
13092,10126189,159324,PC-3,ddi
13093,9826528,159324,PC-3,ddi
13094,6450551,159324,PC-3,ddi
13095,5288382,159324,PC-3,ddi
13096,3062316,159324,PC-3,ddi
13097,3035714,159324,PC-3,ddi
13098,644241,159324,PC-3,ddi
13099,387447,159324,PC-3,ddi
13100,216326,159324,PC-3,ddi
13101,208908,159324,PC-3,ddi
13102,123631,159324,PC-3,ddi
13103,60749,159324,PC-3,ddi
13104,60699,159324,PC-3,ddi
13105,36462,159324,PC-3,ddi
13106,5426,159324,PC-3,ddi
13107,5394,159324,PC-3,ddi
13108,5311,159324,PC-3,ddi
13109,3902,159324,PC-3,ddi
13110,3385,159324,PC-3,ddi
13111,2662,159324,PC-3,ddi
13112,2187,159324,PC-3,ddi
13113,42611257,15951529,PC-3,ddi
13114,24964624,15951529,PC-3,ddi
13115,23725625,15951529,PC-3,ddi
13116,11977753,15951529,PC-3,ddi
13117,11626560,15951529,PC-3,ddi
13118,3062316,15951529,PC-3,ddi
13119,216326,15951529,PC-3,ddi
13120,208908,15951529,PC-3,ddi
13121,123631,15951529,PC-3,ddi
13122,60198,15951529,PC-3,ddi
13123,36462,15951529,PC-3,ddi
13124,5426,15951529,PC-3,ddi
13125,3397,15951529,PC-3,ddi
13126,24964624,2187,PC-3,ddi
13127,23725625,2187,PC-3,ddi
13128,11977753,2187,PC-3,ddi
13129,11960529,2187,PC-3,ddi
13130,10127622,2187,PC-3,ddi
13131,159324,2187,PC-3,ddi
13132,60749,2187,PC-3,ddi
13133,54454,2187,PC-3,ddi
13134,36462,2187,PC-3,ddi
13135,5743,2187,PC-3,ddi
13136,5212,2187,PC-3,ddi
13137,4091,2187,PC-3,ddi
13138,3397,2187,PC-3,ddi
13139,42611257,300471,PC-3,ddi
13140,24964624,300471,PC-3,ddi
13141,24856436,300471,PC-3,ddi
13142,23725625,300471,PC-3,ddi
13143,10077147,300471,PC-3,ddi
13144,9826308,300471,PC-3,ddi
13145,644241,300471,PC-3,ddi
