,drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
1309,CHLORAMBUCIL,5-FLUORO-2'-DEOXYURIDINE,HT29,2708,3363,-2.06383882,-2.386898107,-13.18966955,3.051129956,-9.571,NA
1310,CRIZOTINIB,5-FLUORO-2'-DEOXYURIDINE,HT29,11626560,3363,-5.771782314,-9.496100027,-22.2695667,-8.077831703,-14.311,Antagonism
1311,DEXRAZOXANE,5-FLUORO-2'-DEOXYURIDINE,HT29,71384,3363,0.259101682,0.394199979,6.805845961,9.070914378,-6.3235,Synergy
1312,EXEMESTANE,5-FLUORO-2'-DEOXYURIDINE,HT29,60198,3363,1.819545418,2.271136086,3.578466638,6.053834764,-1.47,Synergy
1313,GEFITINIB,5-FLUORO-2'-DEOXYURIDINE,HT29,123631,3363,3.213237998,2.433354253,4.975057585,9.1961366,0.4375,Synergy
1314,LENALIDOMIDE,5-FLUORO-2'-DEOXYURIDINE,HT29,216326,3363,2.464237731,2.20419137,-21.25075407,4.844834964,-2.342,NA
1315,LETROZOLE,5-FLUORO-2'-DEOXYURIDINE,HT29,3902,3363,2.611348818,8.721690226,-10.03116846,-1.246805678,10.7955,NA
1316,MEGESTROL ACETATE,5-FLUORO-2'-DEOXYURIDINE,HT29,11683,3363,1.997451945,2.846484954,-23.60253185,2.493057186,2.2045,NA
1317,PAZOPANIB HYDROCHLORIDE,5-FLUORO-2'-DEOXYURIDINE,HT29,11525740,3363,-1.339363314,-3.521659232,-27.89183498,-5.026609481,-4.6535,Antagonism
1318,RUXOLITINIB,5-FLUORO-2'-DEOXYURIDINE,HT29,25126798,3363,-0.719748528,-4.606388226,-30.37461276,-7.509387259,-5.3595,Antagonism
1319,THIOTEPA,5-FLUORO-2'-DEOXYURIDINE,HT29,5453,3363,-3.658784315,6.265846401,-9.447029259,4.078764,4.21,NA
1320,VEMURAFENIB,5-FLUORO-2'-DEOXYURIDINE,HT29,42611257,3363,-10.52023647,-13.21223748,-7.4195568,-5.071035776,-31.8995,Antagonism
1321,5-FU,ABT-888,HT29,3385,11960529,12.38033326,14.24421585,-6.38271278,11.16712623,24.725625,NA
1322,AZD1775,ABT-888,HT29,24856436,11960529,5.246500989,6.388935699,-62.39331063,3.427328982,18.27275,NA
1323,BORTEZOMIB,ABT-888,HT29,387447,11960529,1.875105833,1.42724673,-49.42090193,-0.653823943,-5.917625,NA
1324,DASATINIB,ABT-888,HT29,3062316,11960529,6.473300818,5.980220084,-14.95098769,3.588328982,2.600375,NA
1325,DEXAMETHASONE,ABT-888,HT29,5743,11960529,3.373369087,3.420415517,-0.33852459,-0.773248018,3.14825,NA
1326,ETOPOSIDE,ABT-888,HT29,36462,11960529,8.496708467,8.699071714,-26.03934628,5.414773332,26.370625,NA
1327,LAPATINIB,ABT-888,HT29,208908,11960529,7.540026751,7.427126604,-26.95259053,4.087349357,42.30475,NA
1328,METFORMIN,ABT-888,HT29,4091,11960529,3.077431034,2.967554264,-1.702552212,-1.188555893,7.870375,NA
1329,MK-2206,ABT-888,HT29,24964624,11960529,5.394901424,5.803304119,-14.15981864,2.582462107,16.395375,NA
1330,MK-5108,ABT-888,HT29,24748204,11960529,2.830616151,9.442716033,-9.414931647,5.529285426,10.057625,NA
1331,PD325901,ABT-888,HT29,9826528,11960529,0.643179027,-1.581757386,-38.36865717,-3.396575393,-4.899125,NA
1332,TEMOZOLOMIDE,ABT-888,HT29,5394,11960529,12.269632,14.46234108,11.23088692,9.449562677,7.6515,Synergy
1333,ZOLINZA,ABT-888,HT29,5311,11960529,3.981642704,3.962766782,-37.9622509,1.433332982,24.66475,NA
1334,5-FU,ALTRETAMINE,HT29,3385,2123,-19.18188432,-28.56073689,-46.30917907,-31.4549959,-20.7215,Antagonism
1335,AXITINIB,ALTRETAMINE,HT29,6450551,2123,2.503259009,-3.678269352,-13.08600662,-9.887995896,-1.1175,NA
1336,DEXRAZOXANE,ALTRETAMINE,HT29,71384,2123,8.744674335,11.62520572,-4.455148271,6.795671378,37.464,NA
1337,EXEMESTANE,ALTRETAMINE,HT29,60198,2123,5.478216687,10.71980559,-34.8462285,6.437837437,7.045,NA
1338,GEFITINIB,ALTRETAMINE,HT29,123631,2123,25.12225762,27.31980174,1.106666948,22.38422633,46.9275,Synergy
1339,LENALIDOMIDE,ALTRETAMINE,HT29,216326,2123,39.12116114,43.03954755,38.35347609,37.17411521,72.631,Synergy
1340,MEGESTROL ACETATE,ALTRETAMINE,HT29,11683,2123,35.08318858,39.61165208,31.9604801,33.41989299,54.7795,Synergy
1341,PAZOPANIB HYDROCHLORIDE,ALTRETAMINE,HT29,11525740,2123,4.231070904,0.708713193,-6.274816231,-5.608551452,-3.783,NA
1342,RUXOLITINIB,ALTRETAMINE,HT29,25126798,2123,5.387796443,-0.640689885,-8.422676517,-7.691651144,4.2985,NA
1343,5-FU,AZD1775,HT29,3385,24856436,7.909984852,8.441785982,3.236334142,12.00086728,18.84675,Synergy
1344,DEXAMETHASONE,AZD1775,HT29,5743,24856436,6.689511346,10.11864668,-56.17003434,9.672193345,22.06075,NA
1345,ETOPOSIDE,AZD1775,HT29,36462,24856436,10.56947234,11.63348764,6.64230172,13.84559638,30.85125,Synergy
1346,METFORMIN,AZD1775,HT29,4091,24856436,4.538958146,7.192186587,-15.04551024,6.591348113,20.688375,NA
1347,TEMOZOLOMIDE,AZD1775,HT29,5394,24856436,10.01479162,12.10232833,-59.65947288,9.337333969,28.417,NA
1348,ZOLINZA,AZD1775,HT29,5311,24856436,3.179565187,4.223022603,-0.552408647,6.927298747,20.171375,NA
1349,5-FU,BEZ-235,HT29,3385,11977753,4.135717778,3.45318359,8.119610371,11.51377208,1.223875,Synergy
1350,ABT-888,BEZ-235,HT29,11960529,11977753,12.44770063,12.80068499,-23.1064815,10.09648422,20.058375,NA
1351,AZD1775,BEZ-235,HT29,24856436,11977753,5.774502018,5.14663225,3.9909496,9.505177869,6.960125,Synergy
1352,BORTEZOMIB,BEZ-235,HT29,387447,11977753,4.919479443,5.061260164,2.758330215,6.000872316,-13.1735,Synergy
1353,DASATINIB,BEZ-235,HT29,3062316,11977753,1.680152718,1.164790721,11.49653751,13.45454878,-11.4575,Synergy
1354,DEXAMETHASONE,BEZ-235,HT29,5743,11977753,9.905034056,10.81511202,-22.79549713,10.40746859,16.02425,NA
1355,ETOPOSIDE,BEZ-235,HT29,36462,11977753,3.685125298,3.855779533,6.296837425,9.105677318,4.86525,Synergy
1356,LAPATINIB,BEZ-235,HT29,208908,11977753,11.40500198,11.32815413,14.4077872,16.59019399,30.459375,Synergy
1357,METFORMIN,BEZ-235,HT29,4091,11977753,8.567629247,8.325256074,-11.99062473,8.429489595,15.783125,NA
1358,MK-2206,BEZ-235,HT29,24964624,11977753,6.334868502,5.720274645,13.01405858,14.99025422,7.105,Synergy
1359,MK-5108,BEZ-235,HT29,24748204,11977753,8.530205146,8.669453781,-5.20111836,11.54655844,14.32975,NA
1360,PD325901,BEZ-235,HT29,9826528,11977753,2.992067887,2.479970235,6.983166783,12.26934839,-17.02,Synergy
1361,TEMOZOLOMIDE,BEZ-235,HT29,5394,11977753,10.18936505,9.941384975,-28.19044276,7.416749844,14.725125,NA
1362,ZOLINZA,BEZ-235,HT29,5311,11977753,3.849599925,3.779135237,6.058425381,9.712354859,5.760125,Synergy
1363,5-FU,CELECOXIB,HT29,3385,2662,1.126538649,-4.91577738,-7.02153236,-4.994440341,-18.7955,NA
1364,ALTRETAMINE,CELECOXIB,HT29,2123,2662,2.06126464,-2.284578131,-20.57537814,-8.447887259,2.0115,NA
1365,AXITINIB,CELECOXIB,HT29,6450551,2662,0.550985393,7.426555814,3.502647108,4.856029711,13.142,Synergy
1366,CHLORAMBUCIL,CELECOXIB,HT29,2708,2662,-7.068866817,-5.519958274,-10.03834784,-6.584401163,-6.362,Antagonism
1367,CRIZOTINIB,CELECOXIB,HT29,11626560,2662,-1.774548827,7.492097028,2.625632494,5.335283431,15.256,NA
1368,DEXRAZOXANE,CELECOXIB,HT29,71384,2662,-10.87970394,-0.964623039,-3.544962158,-1.322684243,15.265,Antagonism
1369,EXEMESTANE,CELECOXIB,HT29,60198,2662,0.314211296,3.380672959,0.873021831,3.129424727,10.693,Synergy
1370,GEFITINIB,CELECOXIB,HT29,123631,2662,6.43920116,9.165147929,7.66542042,8.700924727,31.136,Synergy
1371,LENALIDOMIDE,CELECOXIB,HT29,216326,2662,0.735967309,3.297420477,-2.553927212,2.859671007,8.0825,NA
1372,LETROZOLE,CELECOXIB,HT29,3902,2662,10.79916261,14.69152728,-9.736956935,-7.84999837,10.754,NA
1373,MEGESTROL ACETATE,CELECOXIB,HT29,11683,2662,-0.136612411,1.198845255,-10.32276291,-0.911663006,5.7005,NA
1374,PAZOPANIB HYDROCHLORIDE,CELECOXIB,HT29,11525740,2662,4.508748015,8.515811922,0.410556918,5.389513504,24.3275,Synergy
1375,RUXOLITINIB,CELECOXIB,HT29,25126798,2662,3.165560424,1.284397753,-9.301331971,-4.03306591,3.243,NA
1376,VEMURAFENIB,CELECOXIB,HT29,42611257,2662,11.94160561,15.32701832,3.553148951,14.68059354,19.5205,Synergy
1377,5-FU,CHLORAMBUCIL,HT29,3385,2708,-26.07250373,-60.52811827,-66.18904361,-56.23402639,-74,Antagonism
1378,ALTRETAMINE,CHLORAMBUCIL,HT29,2123,2708,3.689837296,6.383478017,-11.47061841,1.062641865,20.2455,NA
1379,AXITINIB,CHLORAMBUCIL,HT29,6450551,2708,-6.775928002,-5.119721564,-7.712571984,-6.503038125,-15.095,Antagonism
1380,DEXRAZOXANE,CHLORAMBUCIL,HT29,71384,2708,5.554148194,-3.653399916,-6.519150587,0.135564077,9.5945,NA
1381,EXEMESTANE,CHLORAMBUCIL,HT29,60198,2708,-17.86579725,-39.41679604,-53.46649025,-38.38243592,-51.248,Antagonism
1382,GEFITINIB,CHLORAMBUCIL,HT29,123631,2708,5.434066073,-1.130365981,-2.710309464,1.743450825,1.201,NA
1383,LENALIDOMIDE,CHLORAMBUCIL,HT29,216326,2708,40.42107606,35.64281317,28.3654334,37.13657718,53.6645,Synergy
1384,MEGESTROL ACETATE,CHLORAMBUCIL,HT29,11683,2708,5.777391716,-0.346451406,-11.23976134,-1.317165444,9.373,NA
1385,PAZOPANIB HYDROCHLORIDE,CHLORAMBUCIL,HT29,11525740,2708,-5.614123501,-0.228756439,-7.941713462,-2.540720999,-10.004,Antagonism
1386,RUXOLITINIB,CHLORAMBUCIL,HT29,25126798,2708,-2.061245468,-0.420453045,-10.27482457,-4.867024802,-13.027,Antagonism
1387,5-FU,DINACICLIB,HT29,3385,46926350,4.961444741,5.705855093,3.919177082,7.679617314,-0.78475,Synergy
1388,ABT-888,DINACICLIB,HT29,11960529,46926350,6.667069704,8.282710352,-46.82350979,5.048727113,13.402375,NA
1389,AZD1775,DINACICLIB,HT29,24856436,46926350,3.867285353,5.157325027,-1.012150462,6.035325572,2.47725,NA
1390,BEZ-235,DINACICLIB,HT29,11977753,46926350,3.821181956,3.957973291,4.342604263,7.013217196,-6.68725,Synergy
1391,BORTEZOMIB,DINACICLIB,HT29,387447,46926350,1.238042569,1.356612773,-3.705395293,1.171881041,-21.25225,NA
1392,DASATINIB,DINACICLIB,HT29,3062316,46926350,1.27115831,0.023195316,2.050683343,3.852095196,-15.31225,Synergy
1393,DEXAMETHASONE,DINACICLIB,HT29,5743,46926350,2.753895075,3.100937666,-26.59312869,1.117225489,3.9015,NA
1394,ETOPOSIDE,DINACICLIB,HT29,36462,46926350,1.365655559,1.781558655,-0.966453404,2.765980843,1.572,NA
1395,LAPATINIB,DINACICLIB,HT29,208908,46926350,6.816602904,8.323158267,4.291481128,9.774345883,29.628875,Synergy
1396,METFORMIN,DINACICLIB,HT29,4091,46926350,2.302914525,2.202500789,-23.65153148,0.346865006,2.303625,NA
1397,MK-2206,DINACICLIB,HT29,24964624,46926350,3.393664698,3.616921275,3.205645828,5.392045405,1.190625,Synergy
1398,MK-5108,DINACICLIB,HT29,24748204,46926350,2.620339505,3.574512753,-24.62588418,2.64626685,2.607,NA
1399,PD325901,DINACICLIB,HT29,9826528,46926350,-1.089787519,-2.288419871,-1.587528986,1.79881428,-29.758125,NA
1400,TEMOZOLOMIDE,DINACICLIB,HT29,5394,46926350,3.699868384,3.822846967,-45.20782921,0.686621239,0.981875,NA
1401,ZOLINZA,DINACICLIB,HT29,5311,46926350,-1.382282544,-2.183423,-5.660978435,-0.810670998,-6.605125,Antagonism
1402,5-FU,LETROZOLE,HT29,3385,3902,1.409711263,-4.992004905,-9.4814754,-5.943662563,-25.53,NA
1403,ALTRETAMINE,LETROZOLE,HT29,2123,3902,3.469762518,-0.1683781,-5.119856121,-6.458722758,6.0925,NA
1404,AXITINIB,LETROZOLE,HT29,6450551,3902,2.24961954,2.181816467,-1.833347272,-0.890165384,4.1015,NA
1405,CHLORAMBUCIL,LETROZOLE,HT29,2708,3902,-6.135578467,-6.48464908,-10.42768165,-8.503449104,-7.508,Antagonism
1406,CRIZOTINIB,LETROZOLE,HT29,11626560,3902,-0.565699237,7.597027121,0.802774083,4.616890171,10.8075,NA
1407,DEXRAZOXANE,LETROZOLE,HT29,71384,3902,-10.14473058,-0.104780484,-2.634018702,-1.692773674,15.07,Antagonism
1408,EXEMESTANE,LETROZOLE,HT29,60198,3902,6.824625159,2.519003088,1.35192222,1.135781881,15.8675,Synergy
1409,GEFITINIB,LETROZOLE,HT29,123631,3902,-8.836874371,1.74886444,-0.614807442,0.126004104,21.852,NA
1410,LENALIDOMIDE,LETROZOLE,HT29,216326,3902,0.911825278,3.436831743,2.67806326,1.508226326,3.0805,Synergy
1411,MEGESTROL ACETATE,LETROZOLE,HT29,11683,3902,1.157489292,-0.04009139,-2.708487012,-2.743964841,2.0495,NA
1412,PAZOPANIB HYDROCHLORIDE,LETROZOLE,HT29,11525740,3902,2.395229678,3.066842601,0.323405992,-0.448522364,6.217,NA
1413,RUXOLITINIB,LETROZOLE,HT29,25126798,3902,4.279557417,3.296944735,-0.666707628,-2.25956591,5.218,NA
1414,VEMURAFENIB,LETROZOLE,HT29,42611257,3902,6.768515123,10.01255421,-8.365361056,8.619265674,13.46,NA
1415,5-FU,MK-2206,HT29,3385,24964624,4.988661811,5.238934269,10.10669048,12.8355826,11.88175,Synergy
1416,AZD1775,MK-2206,HT29,24856436,24964624,5.682924796,6.118767523,4.892712995,10.46022072,17.296125,Synergy
1417,DEXAMETHASONE,MK-2206,HT29,5743,24964624,5.814099711,7.356499413,-9.870736334,6.870967094,17.365625,NA
1418,ETOPOSIDE,MK-2206,HT29,36462,24964624,3.728545903,4.076011804,6.418788721,8.571678222,18.696375,Synergy
1419,LAPATINIB,MK-2206,HT29,208908,24964624,5.612916981,6.350250439,9.724544458,10.97515877,36.6513125,Synergy
1420,METFORMIN,MK-2206,HT29,4091,24964624,0.849045199,1.707502356,-22.88448978,1.899046283,13.104,NA
1421,MK-5108,MK-2206,HT29,24748204,24964624,3.30701102,6.463224198,5.13309261,9.690211441,15.2515,Synergy
1422,TEMOZOLOMIDE,MK-2206,HT29,5394,24964624,4.595184228,4.310784002,-32.03840701,1.303763969,16.597625,NA
1423,ZOLINZA,MK-2206,HT29,5311,24964624,8.596386293,9.282530591,11.97803513,15.08011751,19.887125,Synergy
1424,5-FU,MK-5108,HT29,3385,24748204,10.48620494,11.21627467,8.975591029,13.2452274,20.291625,Synergy
1425,AZD1775,MK-5108,HT29,24856436,24748204,1.334083692,5.145332372,-21.10912885,6.010667354,12.0005,NA
1426,DEXAMETHASONE,MK-5108,HT29,5743,24748204,2.623932012,7.467608445,1.439891956,5.475839946,9.00575,Synergy
1427,ETOPOSIDE,MK-5108,HT29,36462,24748204,6.20213967,8.869232219,0.502996478,9.47180586,26.096625,Synergy
1428,LAPATINIB,MK-5108,HT29,208908,24748204,4.294890908,8.625522974,4.243698666,9.397807197,37.444875,Synergy
1429,METFORMIN,MK-5108,HT29,4091,24748204,-2.051582552,4.625829259,-5.143641739,3.026365696,9.01575,NA
1430,TEMOZOLOMIDE,MK-5108,HT29,5394,24748204,0.412771889,6.211501104,-13.97632785,2.285032631,5.191625,NA
1431,ZOLINZA,MK-5108,HT29,5311,24748204,3.153462035,5.187520688,-6.722400849,6.598204209,26.90075,NA
1432,5-FU,PD325901,HT29,3385,9826528,-1.87681464,-3.178487104,-4.593954029,4.171921253,-17.18025,NA
1433,AZD1775,PD325901,HT29,24856436,9826528,1.792498904,1.691710128,1.363363306,6.231990317,-9.335625,Synergy
1434,DEXAMETHASONE,PD325901,HT29,5743,9826528,-0.239487539,-2.519148461,-37.76415696,-2.792726656,-8.995875,Antagonism
1435,ETOPOSIDE,PD325901,HT29,36462,9826528,0.165985204,-0.289686914,1.418485565,4.947182862,-8.443875,NA
1436,LAPATINIB,PD325901,HT29,208908,9826528,6.162822665,6.010322194,6.847425966,10.70503349,10.724625,Synergy
1437,METFORMIN,PD325901,HT29,4091,9826528,-2.347114277,-5.48269352,-41.23137949,-5.363867281,-10.05325,Antagonism
1438,MK-2206,PD325901,HT29,24964624,9826528,3.061545216,2.09485131,3.546501222,10.24828674,-7.358125,Synergy
1439,MK-5108,PD325901,HT29,24748204,9826528,-2.067724489,-1.849936106,-24.02871862,0.719439595,-9.7095,NA
1440,TEMOZOLOMIDE,PD325901,HT29,5394,9826528,-0.237232021,-3.312968306,-40.78471125,-5.007304781,-8.9265,Antagonism
1441,ZOLINZA,PD325901,HT29,5311,9826528,-1.071782303,-2.520982973,-0.528031953,3.030409692,-16.358125,NA
1442,5-FU,THIOTEPA,HT29,3385,5453,-1.727884775,-3.93950972,-9.334876562,-2.253995896,-6.101,Antagonism
1443,ALTRETAMINE,THIOTEPA,HT29,2123,5453,0.151507067,1.619531529,-11.38203529,-4.31299837,13.28,NA
1444,AXITINIB,THIOTEPA,HT29,6450551,5453,-0.420885841,-0.801764904,-2.805780335,-2.830192511,5.7305,Antagonism
1445,CELECOXIB,THIOTEPA,HT29,2662,5453,-0.347730908,4.422159024,-2.005177626,0.096744232,10.8335,NA
1446,CHLORAMBUCIL,THIOTEPA,HT29,2708,5453,-7.086847093,-4.596569214,-8.284096753,-4.527639592,-10.8405,Antagonism
1447,CRIZOTINIB,THIOTEPA,HT29,11626560,5453,-2.635701987,-4.135902906,-6.805367785,-5.094208718,4.6405,Antagonism
1448,DEXRAZOXANE,THIOTEPA,HT29,71384,5453,-5.017497035,-1.051878944,-0.684199439,0.483458603,11.7825,NA
1449,EXEMESTANE,THIOTEPA,HT29,60198,5453,-0.728217956,5.698615454,-3.714915041,5.681403048,-4.5445,NA
1450,GEFITINIB,THIOTEPA,HT29,123631,5453,1.835958545,3.180922202,-0.005211476,3.733069714,20.9305,NA
1451,LENALIDOMIDE,THIOTEPA,HT29,216326,5453,-1.103391086,3.371184283,2.100635581,3.669649328,5.831,NA
1452,LETROZOLE,THIOTEPA,HT29,3902,5453,5.994925668,3.038954906,-12.99000612,-11.86666546,8.8835,NA
1453,MEGESTROL ACETATE,THIOTEPA,HT29,11683,5453,-1.126012816,2.826587595,-1.588846805,1.248059217,3.5685,NA
1454,PAZOPANIB HYDROCHLORIDE,THIOTEPA,HT29,11525740,5453,-1.053001053,-1.290724614,-7.593721175,-4.046290299,7.807,Antagonism
1455,RUXOLITINIB,THIOTEPA,HT29,25126798,5453,6.367487386,-3.014017792,-11.70461006,-8.011288132,5.3735,NA
1456,VEMURAFENIB,THIOTEPA,HT29,42611257,5453,-1.811836335,-3.298541469,-12.72262884,-2.436684243,5.365,Antagonism
1457,5-FU,CRIZOTINIB,HT29,3385,11626560,-0.24272495,-2.942738876,-3.2950329,-1.761164782,-7.69475,Antagonism
1458,ALTRETAMINE,CRIZOTINIB,HT29,2123,11626560,0.859285979,3.523451606,-13.0128256,-2.475108244,11.984,NA
1459,AXITINIB,CRIZOTINIB,HT29,6450551,11626560,-0.332301699,5.363956789,2.852254649,2.825532435,11.896,NA
1460,CHLORAMBUCIL,CRIZOTINIB,HT29,2708,11626560,-8.037021432,-3.651477569,-8.451423276,-4.190506609,-6.54675,Antagonism
1461,5-FU,VEMURAFENIB,HT29,3385,42611257,-4.991116956,-6.135541138,-1.072221534,1.401561961,-30.98375,NA
1462,ALTRETAMINE,VEMURAFENIB,HT29,2123,42611257,3.375760097,4.466640278,-35.2185121,0.357613978,5.0785,NA
1463,AXITINIB,VEMURAFENIB,HT29,6450551,42611257,2.911738154,3.371596522,-6.899012862,2.659436472,10.4275,NA
1464,CHLORAMBUCIL,VEMURAFENIB,HT29,2708,42611257,-6.108596941,-3.52396215,-14.90195988,-0.487454853,-14.2215,Antagonism
1465,CRIZOTINIB,VEMURAFENIB,HT29,11626560,42611257,2.837648371,2.35426792,-2.971373341,2.87475504,16.523,NA
1466,DEXRAZOXANE,VEMURAFENIB,HT29,71384,42611257,-1.822592928,-0.735676069,1.385258666,4.164007213,0.56575,NA
1467,EXEMESTANE,VEMURAFENIB,HT29,60198,42611257,-1.118533651,-1.826625715,-5.998416686,0.612931983,-12.76725,NA
1468,GEFITINIB,VEMURAFENIB,HT29,123631,42611257,9.779865992,11.05237888,12.76110694,14.90517388,20.1675,Synergy
1469,LENALIDOMIDE,VEMURAFENIB,HT29,216326,42611257,-0.131520136,-1.008409155,-10.39334617,0.639020272,-4.6615,NA
1470,MEGESTROL ACETATE,VEMURAFENIB,HT29,11683,42611257,4.553466583,4.227406074,-16.87762837,3.598810596,14.47625,NA
1471,PAZOPANIB HYDROCHLORIDE,VEMURAFENIB,HT29,11525740,42611257,10.37975847,10.80646833,-15.61974305,9.066836201,21.93425,NA
1472,RUXOLITINIB,VEMURAFENIB,HT29,25126798,42611257,2.372401479,0.882627277,-27.15957638,-2.472997133,6.3225,NA
1473,AXITINIB,5-FU,HT29,6450551,3385,1.247162815,-3.767529177,-5.733239525,-4.199333889,-13.9015,NA
1474,DEXRAZOXANE,5-FU,HT29,71384,3385,-14.28428713,-26.9182105,-22.13545575,-19.89430778,-40.9325,Antagonism
1475,EXEMESTANE,5-FU,HT29,60198,3385,-11.43693166,-20.38691704,-19.77152425,-17.01894556,-51.275,Antagonism
1476,GEFITINIB,5-FU,HT29,123631,3385,-12.21912659,-14.76039202,-10.70321194,-9.017585556,-18.9685,Antagonism
1477,LENALIDOMIDE,5-FU,HT29,216326,3385,5.103891555,-1.978715231,-10.93009818,0.221333,-2.9485,NA
1478,MEGESTROL ACETATE,5-FU,HT29,11683,3385,-9.835659351,-21.30020902,-32.74609807,-21.59466689,-38.0555,Antagonism
1479,PAZOPANIB HYDROCHLORIDE,5-FU,HT29,11525740,3385,1.078818378,-2.206931229,-10.54174596,-3.460778333,-9.8365,NA
1480,RUXOLITINIB,5-FU,HT29,25126798,3385,4.020619184,-2.959037856,-12.45863485,-5.377667222,-12.724,NA
1481,AXITINIB,DEXRAZOXANE,HT29,6450551,71384,5.207141294,6.042535437,4.974467131,5.32200163,22.043,Synergy
1482,CRIZOTINIB,DEXRAZOXANE,HT29,11626560,71384,-2.891050039,2.251970817,2.911662995,3.107421707,20.864,NA
1483,EXEMESTANE,DEXRAZOXANE,HT29,60198,71384,0.576225555,2.059928767,0.592285888,4.255964224,-13.3075,Synergy
1484,GEFITINIB,DEXRAZOXANE,HT29,123631,71384,-0.724147769,0.998933771,5.471435063,6.071573194,18.2955,NA
1485,LENALIDOMIDE,DEXRAZOXANE,HT29,216326,71384,-3.377409392,0.38209773,-1.452015765,3.501062211,11.861,NA
1486,PAZOPANIB HYDROCHLORIDE,DEXRAZOXANE,HT29,11525740,71384,4.170795498,6.59068684,1.876038598,4.498446075,19.247,Synergy
1487,RUXOLITINIB,DEXRAZOXANE,HT29,25126798,71384,7.021630736,6.06019789,-0.598072513,2.024334964,23.157,NA
1488,AXITINIB,EXEMESTANE,HT29,6450551,60198,-1.05598883,0.05389802,-6.902182463,-0.820639011,-17.398,NA
1489,CRIZOTINIB,EXEMESTANE,HT29,11626560,60198,-1.16027115,1.681168411,-2.575247631,1.320797602,-5.31825,NA
1490,GEFITINIB,EXEMESTANE,HT29,123631,60198,-0.571132887,1.088199996,-2.129270771,3.105448934,8.348,NA
1491,LENALIDOMIDE,EXEMESTANE,HT29,216326,60198,-1.097395284,-3.840509188,-38.35847781,-2.213838662,-27.617,Antagonism
1492,PAZOPANIB HYDROCHLORIDE,EXEMESTANE,HT29,11525740,60198,1.058785984,-0.611583632,-27.57803034,-2.466609481,-9.0015,NA
1493,RUXOLITINIB,EXEMESTANE,HT29,25126798,60198,2.438412278,-0.694104024,-29.38380812,-4.272387259,-13.63,NA
1494,AXITINIB,GEFITINIB,HT29,6450551,123631,6.206666782,4.651244851,4.697048831,3.893443908,41.783,Synergy
1495,CRIZOTINIB,GEFITINIB,HT29,11626560,123631,8.114826024,9.541068919,9.370464018,9.447908712,28.7365,Synergy
1496,LENALIDOMIDE,GEFITINIB,HT29,216326,123631,15.33720996,13.19726979,6.175430228,15.93799384,32.965,Synergy
1497,PAZOPANIB HYDROCHLORIDE,GEFITINIB,HT29,11525740,123631,12.32795477,12.45440327,0.008604561,10.31622385,13.685,Synergy
1498,RUXOLITINIB,GEFITINIB,HT29,25126798,123631,9.370766608,6.772812016,-7.659284328,2.648334964,28.51,NA
1499,AXITINIB,LENALIDOMIDE,HT29,6450551,216326,-0.137413224,-1.829915827,-1.12959625,-2.704998333,0.729,Antagonism
1500,CRIZOTINIB,LENALIDOMIDE,HT29,11626560,216326,-1.119139582,0.96762454,-2.945991147,0.565741803,7.5855,NA
1501,PAZOPANIB HYDROCHLORIDE,LENALIDOMIDE,HT29,11525740,216326,-0.517550036,-5.265322807,-6.636605661,-7.806331822,-9.3635,Antagonism
1502,RUXOLITINIB,LENALIDOMIDE,HT29,25126798,216326,1.074954351,-4.500810636,-8.232606361,-9.402332522,-5.522,NA
1503,AXITINIB,MEGESTROL ACETATE,HT29,6450551,11683,0.498577504,-2.369897146,-5.040702604,-4.617772124,-0.4685,NA
1504,CRIZOTINIB,MEGESTROL ACETATE,HT29,11626560,11683,-1.326240519,0.108125273,-6.540168159,-2.018578676,8.444,NA
1505,DEXRAZOXANE,MEGESTROL ACETATE,HT29,71384,11683,-2.531208304,-0.195586785,-6.767293438,-0.687107008,14.3595,Antagonism
1506,EXEMESTANE,MEGESTROL ACETATE,HT29,60198,11683,0.975826423,-6.44192583,-44.26538259,-7.097517576,-24.1795,NA
1507,GEFITINIB,MEGESTROL ACETATE,HT29,123631,11683,5.716750147,-0.326905716,-12.67729161,-0.834908606,27.313,NA
1508,LENALIDOMIDE,MEGESTROL ACETATE,HT29,216326,11683,-0.266055421,-2.294937286,-1.721638464,-2.891884785,-4.422,Antagonism
1509,PAZOPANIB HYDROCHLORIDE,MEGESTROL ACETATE,HT29,11525740,11683,8.434838294,9.580269641,5.904176757,6.790986141,17.3535,Synergy
1510,RUXOLITINIB,MEGESTROL ACETATE,HT29,25126798,11683,2.760543421,0.904444064,-5.263489909,-4.269776147,3.3185,NA
1511,AXITINIB,PAZOPANIB HYDROCHLORIDE,HT29,6450551,11525740,1.267363313,3.5483293,-1.474505935,0.206946929,6.1935,NA
1512,CRIZOTINIB,PAZOPANIB HYDROCHLORIDE,HT29,11626560,11525740,0.481105935,7.096665851,-2.777026633,4.021169152,13.77525,NA
1513,AXITINIB,RUXOLITINIB,HT29,6450551,25126798,4.099782425,4.045843007,-3.47606149,-1.4057623,5.56375,NA
1514,CRIZOTINIB,RUXOLITINIB,HT29,11626560,25126798,0.978294626,4.257681642,-8.030137744,-0.940484522,9.62,NA
